error    libmamba Could not set lock (Resource temporarily unavailable)
warning  libmamba Cannot lock '/home/julian/.cache/mamba/proc'
    Waiting for other mamba process to finish
[r6050] best=72204.2930 gains=0 vars~2468 t=803s status=OPTIMAL obj_int=11903522
[r6060] best=72204.2930 gains=0 vars~2490 t=805s status=OPTIMAL obj_int=11930323
[r6070] best=72204.2930 gains=0 vars~2432 t=806s status=OPTIMAL obj_int=11843092
[r6080] best=72204.2930 gains=0 vars~2402 t=807s status=OPTIMAL obj_int=11890325
[r6090] best=72204.2930 gains=0 vars~2427 t=808s status=OPTIMAL obj_int=11902199
[r6100] best=72204.2930 gains=0 vars~2380 t=810s status=OPTIMAL obj_int=12073266
[r6110] best=72204.2930 gains=0 vars~2450 t=811s status=OPTIMAL obj_int=11928774
[r6120] best=72204.2930 gains=0 vars~2475 t=812s status=OPTIMAL obj_int=11865322
[r6130] best=72204.2930 gains=0 vars~2461 t=814s status=OPTIMAL obj_int=11973065
[r6140] best=72204.2930 gains=0 vars~2499 t=815s status=OPTIMAL obj_int=11901467
[r6150] best=72204.2930 gains=0 vars~2493 t=816s status=OPTIMAL obj_int=11864477
[r6160] best=72204.2930 gains=0 vars~2406 t=817s status=OPTIMAL obj_int=11904666
[r6170] best=72204.2930 gains=0 vars~2457 t=818s status=OPTIMAL obj_int=11784647
[r6180] best=72204.2930 gains=0 vars~2422 t=820s status=OPTIMAL obj_int=11927008
[r6190] best=72204.2930 gains=0 vars~2451 t=821s status=OPTIMAL obj_int=11958489
[r6200] best=72204.2930 gains=0 vars~2417 t=822s status=OPTIMAL obj_int=11899153
[r6210] best=72204.2930 gains=0 vars~2426 t=823s status=OPTIMAL obj_int=11883919
[r6220] best=72204.2930 gains=0 vars~2458 t=825s status=OPTIMAL obj_int=11832722
[r6230] best=72204.2930 gains=0 vars~2385 t=826s status=OPTIMAL obj_int=11935417
[r6240] best=72204.2930 gains=0 vars~2449 t=827s status=OPTIMAL obj_int=11910092
[r6250] best=72204.2930 gains=0 vars~2476 t=828s status=OPTIMAL obj_int=11906430
[r6260] best=72204.2930 gains=0 vars~2440 t=830s status=OPTIMAL obj_int=11914854
[r6270] best=72204.2930 gains=0 vars~2461 t=831s status=OPTIMAL obj_int=11934811
[r6280] best=72204.2930 gains=0 vars~2440 t=832s status=OPTIMAL obj_int=11988063
[r6290] best=72204.2930 gains=0 vars~2479 t=833s status=OPTIMAL obj_int=11820803
[r6300] best=72204.2930 gains=0 vars~2416 t=835s status=OPTIMAL obj_int=11767922
[r6310] best=72204.2930 gains=0 vars~2485 t=836s status=OPTIMAL obj_int=11905461
[r6320] best=72204.2930 gains=0 vars~2435 t=837s status=OPTIMAL obj_int=11851875
[r6330] best=72204.2930 gains=0 vars~2473 t=839s status=OPTIMAL obj_int=11947172
[r6340] best=72204.2930 gains=0 vars~2441 t=840s status=OPTIMAL obj_int=11934017
[r6350] best=72204.2930 gains=0 vars~2436 t=841s status=OPTIMAL obj_int=11869356
[r6360] best=72204.2930 gains=0 vars~2475 t=842s status=OPTIMAL obj_int=11915427
[r6370] best=72204.2930 gains=0 vars~2421 t=844s status=OPTIMAL obj_int=11918913
[r6380] best=72204.2930 gains=0 vars~2445 t=845s status=OPTIMAL obj_int=11955960
[r6390] best=72204.2930 gains=0 vars~2443 t=846s status=OPTIMAL obj_int=11966325
[r6400] best=72204.2930 gains=0 vars~2437 t=847s status=OPTIMAL obj_int=11860813
[r6410] best=72204.2930 gains=0 vars~2448 t=849s status=OPTIMAL obj_int=11830037
[r6420] best=72204.2930 gains=0 vars~2437 t=850s status=OPTIMAL obj_int=11860436
[r6430] best=72204.2930 gains=0 vars~2441 t=851s status=OPTIMAL obj_int=11883991
[r6440] best=72204.2930 gains=0 vars~2452 t=852s status=OPTIMAL obj_int=11851360
[r6450] best=72204.2930 gains=0 vars~2386 t=854s status=OPTIMAL obj_int=11947948
[r6460] best=72204.2930 gains=0 vars~2451 t=855s status=OPTIMAL obj_int=11877962
[r6470] best=72204.2930 gains=0 vars~2413 t=856s status=OPTIMAL obj_int=11990300
[r6480] best=72204.2930 gains=0 vars~2452 t=857s status=OPTIMAL obj_int=11872839
[r6490] best=72204.2930 gains=0 vars~2443 t=859s status=OPTIMAL obj_int=11924654
[r6500] best=72204.2930 gains=0 vars~2403 t=860s status=OPTIMAL obj_int=11938929
[r6510] best=72204.2930 gains=0 vars~2368 t=861s status=OPTIMAL obj_int=11908867
[r6520] best=72204.2930 gains=0 vars~2409 t=862s status=OPTIMAL obj_int=11832559
[r6530] best=72204.2930 gains=0 vars~2435 t=864s status=OPTIMAL obj_int=11826341
[r6540] best=72204.2930 gains=0 vars~2483 t=865s status=OPTIMAL obj_int=11906547
[r6550] best=72204.2930 gains=0 vars~2453 t=866s status=OPTIMAL obj_int=11760409
[r6560] best=72204.2930 gains=0 vars~2421 t=867s status=OPTIMAL obj_int=11911859
[r6570] best=72204.2930 gains=0 vars~2439 t=869s status=OPTIMAL obj_int=11932296
[r6580] best=72204.2930 gains=0 vars~2457 t=870s status=OPTIMAL obj_int=12005487
[r6590] best=72204.2930 gains=0 vars~2463 t=871s status=OPTIMAL obj_int=11823525
[r6600] best=72204.2930 gains=0 vars~2476 t=872s status=OPTIMAL obj_int=11913989
[r6610] best=72204.2930 gains=0 vars~2475 t=874s status=OPTIMAL obj_int=11895659
[r6620] best=72204.2930 gains=0 vars~2433 t=875s status=OPTIMAL obj_int=11908103
[r6630] best=72204.2930 gains=0 vars~2465 t=876s status=OPTIMAL obj_int=11962634
[r6640] best=72204.2930 gains=0 vars~2466 t=877s status=OPTIMAL obj_int=11850599
[r6650] best=72204.2930 gains=0 vars~2388 t=879s status=OPTIMAL obj_int=11911764
[r6660] best=72204.2930 gains=0 vars~2422 t=880s status=OPTIMAL obj_int=11866963
[r6670] best=72204.2930 gains=0 vars~2440 t=881s status=OPTIMAL obj_int=12052234
[r6680] best=72204.2930 gains=0 vars~2429 t=882s status=OPTIMAL obj_int=11819161
[r6690] best=72204.2930 gains=0 vars~2403 t=884s status=OPTIMAL obj_int=11905368
[r6700] best=72204.2930 gains=0 vars~2421 t=885s status=OPTIMAL obj_int=11813670
[r6710] best=72204.2930 gains=0 vars~2441 t=886s status=OPTIMAL obj_int=11943856
[r6720] best=72204.2930 gains=0 vars~2455 t=888s status=OPTIMAL obj_int=11987848
[r6730] best=72204.2930 gains=0 vars~2429 t=889s status=OPTIMAL obj_int=11792025
[r6740] best=72204.2930 gains=0 vars~2430 t=890s status=OPTIMAL obj_int=11878606
[r6750] best=72204.2930 gains=0 vars~2468 t=891s status=OPTIMAL obj_int=11834354
[r6760] best=72204.2930 gains=0 vars~2485 t=893s status=OPTIMAL obj_int=11948901
[r6770] best=72204.2930 gains=0 vars~2420 t=894s status=OPTIMAL obj_int=12033841
[r6780] best=72204.2930 gains=0 vars~2395 t=895s status=OPTIMAL obj_int=11943247
[r6790] best=72204.2930 gains=0 vars~2450 t=896s status=OPTIMAL obj_int=11956588
[r6800] best=72204.2930 gains=0 vars~2436 t=898s status=OPTIMAL obj_int=11845935
[r6810] best=72204.2930 gains=0 vars~2407 t=899s status=OPTIMAL obj_int=11955370
[r6820] best=72204.2930 gains=0 vars~2488 t=900s status=OPTIMAL obj_int=11813250
[r6830] best=72204.2930 gains=0 vars~2452 t=901s status=OPTIMAL obj_int=11938884
[r6840] best=72204.2930 gains=0 vars~2405 t=903s status=OPTIMAL obj_int=11871948
[r6850] best=72204.2930 gains=0 vars~2441 t=904s status=OPTIMAL obj_int=11925970
[r6860] best=72204.2930 gains=0 vars~2446 t=905s status=OPTIMAL obj_int=11962404
[r6870] best=72204.2930 gains=0 vars~2448 t=907s status=OPTIMAL obj_int=11884260
[r6880] best=72204.2930 gains=0 vars~2446 t=908s status=OPTIMAL obj_int=11885142
[r6890] best=72204.2930 gains=0 vars~2419 t=909s status=OPTIMAL obj_int=11942127
[r6900] best=72204.2930 gains=0 vars~2477 t=910s status=OPTIMAL obj_int=11946586
[r6910] best=72204.2930 gains=0 vars~2391 t=912s status=OPTIMAL obj_int=11868370
[r6920] best=72204.2930 gains=0 vars~2362 t=913s status=OPTIMAL obj_int=11853962
[r6930] best=72204.2930 gains=0 vars~2439 t=914s status=OPTIMAL obj_int=11890899
[r6940] best=72204.2930 gains=0 vars~2428 t=915s status=OPTIMAL obj_int=11909828
[r6950] best=72204.2930 gains=0 vars~2386 t=916s status=OPTIMAL obj_int=11914852
[r6960] best=72204.2930 gains=0 vars~2446 t=918s status=OPTIMAL obj_int=11888439
[r6970] best=72204.2930 gains=0 vars~2480 t=919s status=OPTIMAL obj_int=11861776
[r6980] best=72204.2930 gains=0 vars~2458 t=920s status=OPTIMAL obj_int=11952177
[r6990] best=72204.2930 gains=0 vars~2393 t=921s status=OPTIMAL obj_int=11914898
[r7000] best=72204.2930 gains=0 vars~2478 t=923s status=OPTIMAL obj_int=11791664
[r7010] best=72204.2930 gains=0 vars~2464 t=924s status=OPTIMAL obj_int=11855707
[r7020] best=72204.2930 gains=0 vars~2501 t=925s status=OPTIMAL obj_int=11885079
[r7030] best=72204.2930 gains=0 vars~2440 t=927s status=OPTIMAL obj_int=11930512
[r7040] best=72204.2930 gains=0 vars~2473 t=928s status=OPTIMAL obj_int=12065105
[r7050] best=72204.2930 gains=0 vars~2407 t=929s status=OPTIMAL obj_int=11793585
[r7060] best=72204.2930 gains=0 vars~2421 t=930s status=OPTIMAL obj_int=11876278
[r7070] best=72204.2930 gains=0 vars~2418 t=932s status=OPTIMAL obj_int=12012513
[r7080] best=72204.2930 gains=0 vars~2473 t=933s status=OPTIMAL obj_int=11935375
[r7090] best=72204.2930 gains=0 vars~2477 t=934s status=OPTIMAL obj_int=11993700
[r7100] best=72204.2930 gains=0 vars~2448 t=935s status=OPTIMAL obj_int=11816944
[r7110] best=72204.2930 gains=0 vars~2404 t=937s status=OPTIMAL obj_int=11805429
[r7120] best=72204.2930 gains=0 vars~2404 t=938s status=OPTIMAL obj_int=11910570
[r7130] best=72204.2930 gains=0 vars~2495 t=939s status=OPTIMAL obj_int=11843062
[r7140] best=72204.2930 gains=0 vars~2482 t=940s status=OPTIMAL obj_int=11850992
[r7150] best=72204.2930 gains=0 vars~2411 t=942s status=OPTIMAL obj_int=11898803
[r7160] best=72204.2930 gains=0 vars~2442 t=943s status=OPTIMAL obj_int=11930432
[r7170] best=72204.2930 gains=0 vars~2425 t=944s status=OPTIMAL obj_int=11909939
[r7180] best=72204.2930 gains=0 vars~2512 t=945s status=OPTIMAL obj_int=11949974
[r7190] best=72204.2930 gains=0 vars~2381 t=947s status=OPTIMAL obj_int=11911065
[r7200] best=72204.2930 gains=0 vars~2413 t=948s status=OPTIMAL obj_int=12015622
[r7210] best=72204.2930 gains=0 vars~2406 t=949s status=OPTIMAL obj_int=11984277
[r7220] best=72204.2930 gains=0 vars~2409 t=951s status=OPTIMAL obj_int=11931282
[r7230] best=72204.2930 gains=0 vars~2452 t=952s status=OPTIMAL obj_int=11852244
[r7240] best=72204.2930 gains=0 vars~2490 t=953s status=OPTIMAL obj_int=11787772
[r7250] best=72204.2930 gains=0 vars~2432 t=954s status=OPTIMAL obj_int=11949895
[r7260] best=72204.2930 gains=0 vars~2432 t=956s status=OPTIMAL obj_int=11829534
[r7270] best=72204.2930 gains=0 vars~2460 t=957s status=OPTIMAL obj_int=11894720
[r7280] best=72204.2930 gains=0 vars~2465 t=958s status=OPTIMAL obj_int=11809851
[r7290] best=72204.2930 gains=0 vars~2467 t=959s status=OPTIMAL obj_int=11872202
[r7300] best=72204.2930 gains=0 vars~2391 t=961s status=OPTIMAL obj_int=11902064
[r7310] best=72204.2930 gains=0 vars~2389 t=962s status=OPTIMAL obj_int=11845770
[r7320] best=72204.2930 gains=0 vars~2414 t=963s status=OPTIMAL obj_int=11931593
[r7330] best=72204.2930 gains=0 vars~2379 t=964s status=OPTIMAL obj_int=11896187
[r7340] best=72204.2930 gains=0 vars~2464 t=966s status=OPTIMAL obj_int=11866358
[r7350] best=72204.2930 gains=0 vars~2481 t=967s status=OPTIMAL obj_int=11816452
[r7360] best=72204.2930 gains=0 vars~2455 t=968s status=OPTIMAL obj_int=11820050
[r7370] best=72204.2930 gains=0 vars~2393 t=970s status=OPTIMAL obj_int=11897111
[r7380] best=72204.2930 gains=0 vars~2425 t=971s status=OPTIMAL obj_int=11766838
[r7390] best=72204.2930 gains=0 vars~2434 t=972s status=OPTIMAL obj_int=11930198
[r7400] best=72204.2930 gains=0 vars~2449 t=973s status=OPTIMAL obj_int=11917894
[r7410] best=72204.2930 gains=0 vars~2466 t=975s status=OPTIMAL obj_int=11917970
[r7420] best=72204.2930 gains=0 vars~2502 t=976s status=OPTIMAL obj_int=12085089
[r7430] best=72204.2930 gains=0 vars~2434 t=977s status=OPTIMAL obj_int=12064830
[r7440] best=72204.2930 gains=0 vars~2448 t=979s status=OPTIMAL obj_int=11804257
[r7450] best=72204.2930 gains=0 vars~2488 t=980s status=OPTIMAL obj_int=11806353
[r7460] best=72204.2930 gains=0 vars~2481 t=981s status=OPTIMAL obj_int=11923876
[r7470] best=72204.2930 gains=0 vars~2446 t=982s status=OPTIMAL obj_int=11908472
[r7480] best=72204.2930 gains=0 vars~2466 t=984s status=OPTIMAL obj_int=11868488
[r7490] best=72204.2930 gains=0 vars~2435 t=985s status=OPTIMAL obj_int=11881540
[r7500] best=72204.2930 gains=0 vars~2479 t=986s status=OPTIMAL obj_int=11963407
[r7510] best=72204.2930 gains=0 vars~2452 t=987s status=OPTIMAL obj_int=11861659
[r7520] best=72204.2930 gains=0 vars~2438 t=989s status=OPTIMAL obj_int=11762423
[r7530] best=72204.2930 gains=0 vars~2428 t=990s status=OPTIMAL obj_int=11890416
[r7540] best=72204.2930 gains=0 vars~2425 t=991s status=OPTIMAL obj_int=11981455
[r7550] best=72204.2930 gains=0 vars~2413 t=992s status=OPTIMAL obj_int=11973867
[r7560] best=72204.2930 gains=0 vars~2433 t=994s status=OPTIMAL obj_int=11960300
[r7570] best=72204.2930 gains=0 vars~2458 t=995s status=OPTIMAL obj_int=11995138
[r7580] best=72204.2930 gains=0 vars~2389 t=996s status=OPTIMAL obj_int=11856081
[r7590] best=72204.2930 gains=0 vars~2401 t=997s status=OPTIMAL obj_int=11970801
[r7600] best=72204.2930 gains=0 vars~2432 t=999s status=OPTIMAL obj_int=11896918
[r7610] best=72204.2930 gains=0 vars~2391 t=1000s status=OPTIMAL obj_int=11952354
[r7620] best=72204.2930 gains=0 vars~2403 t=1001s status=OPTIMAL obj_int=11875931
[r7630] best=72204.2930 gains=0 vars~2440 t=1003s status=OPTIMAL obj_int=11735825
[r7640] best=72204.2930 gains=0 vars~2421 t=1004s status=OPTIMAL obj_int=11983298
[r7650] best=72204.2930 gains=0 vars~2398 t=1005s status=OPTIMAL obj_int=11817096
[r7660] best=72204.2930 gains=0 vars~2430 t=1006s status=OPTIMAL obj_int=11915005
[r7670] best=72204.2930 gains=0 vars~2470 t=1008s status=OPTIMAL obj_int=11899731
[r7680] best=72204.2930 gains=0 vars~2440 t=1009s status=OPTIMAL obj_int=11947054
[r7690] best=72204.2930 gains=0 vars~2438 t=1010s status=OPTIMAL obj_int=11813452
[r7700] best=72204.2930 gains=0 vars~2424 t=1011s status=OPTIMAL obj_int=11827062
[r7710] best=72204.2930 gains=0 vars~2432 t=1013s status=OPTIMAL obj_int=11815335
[r7720] best=72204.2930 gains=0 vars~2488 t=1014s status=OPTIMAL obj_int=11970702
[r7730] best=72204.2930 gains=0 vars~2398 t=1015s status=OPTIMAL obj_int=11803059
[r7740] best=72204.2930 gains=0 vars~2463 t=1016s status=OPTIMAL obj_int=11954055
[r7750] best=72204.2930 gains=0 vars~2410 t=1018s status=OPTIMAL obj_int=11924117
[r7760] best=72204.2930 gains=0 vars~2430 t=1019s status=OPTIMAL obj_int=11931942
[r7770] best=72204.2930 gains=0 vars~2429 t=1020s status=OPTIMAL obj_int=11908566
[r7780] best=72204.2930 gains=0 vars~2461 t=1022s status=OPTIMAL obj_int=12037445
[r7790] best=72204.2930 gains=0 vars~2472 t=1023s status=OPTIMAL obj_int=11956426
[r7800] best=72204.2930 gains=0 vars~2412 t=1024s status=OPTIMAL obj_int=11811485
[r7810] best=72204.2930 gains=0 vars~2472 t=1025s status=OPTIMAL obj_int=11917711
[r7820] best=72204.2930 gains=0 vars~2516 t=1027s status=OPTIMAL obj_int=11952189
[r7830] best=72204.2930 gains=0 vars~2474 t=1028s status=OPTIMAL obj_int=11984818
[r7840] best=72204.2930 gains=0 vars~2410 t=1029s status=OPTIMAL obj_int=11950269
[r7850] best=72204.2930 gains=0 vars~2443 t=1030s status=OPTIMAL obj_int=11782874
[r7860] best=72204.2930 gains=0 vars~2446 t=1032s status=OPTIMAL obj_int=11966776
[r7870] best=72204.2930 gains=0 vars~2475 t=1033s status=OPTIMAL obj_int=11965753
[r7880] best=72204.2930 gains=0 vars~2460 t=1034s status=OPTIMAL obj_int=11998948
[r7890] best=72204.2930 gains=0 vars~2440 t=1035s status=OPTIMAL obj_int=11792884
[r7900] best=72204.2930 gains=0 vars~2519 t=1037s status=OPTIMAL obj_int=11842888
[r7910] best=72204.2930 gains=0 vars~2403 t=1038s status=OPTIMAL obj_int=11757432
[r7920] best=72204.2930 gains=0 vars~2484 t=1039s status=OPTIMAL obj_int=11947767
[r7930] best=72204.2930 gains=0 vars~2445 t=1040s status=OPTIMAL obj_int=11800922
[r7940] best=72204.2930 gains=0 vars~2473 t=1042s status=OPTIMAL obj_int=11895594
[r7950] best=72204.2930 gains=0 vars~2481 t=1043s status=OPTIMAL obj_int=11847138
[r7960] best=72204.2930 gains=0 vars~2467 t=1044s status=OPTIMAL obj_int=11853506
[r7970] best=72204.2930 gains=0 vars~2467 t=1046s status=OPTIMAL obj_int=11794999
[r7980] best=72204.2930 gains=0 vars~2414 t=1047s status=OPTIMAL obj_int=11852818
[r7990] best=72204.2930 gains=0 vars~2447 t=1048s status=OPTIMAL obj_int=11880739
[r8000] best=72204.2930 gains=0 vars~2445 t=1049s status=OPTIMAL obj_int=11852574
[r8010] best=72204.2930 gains=0 vars~2424 t=1051s status=OPTIMAL obj_int=11993164
[r8020] best=72204.2930 gains=0 vars~2409 t=1052s status=OPTIMAL obj_int=11914905
[r8030] best=72204.2930 gains=0 vars~2401 t=1053s status=OPTIMAL obj_int=11870043
[r8040] best=72204.2930 gains=0 vars~2397 t=1054s status=OPTIMAL obj_int=11893881
[r8050] best=72204.2930 gains=0 vars~2454 t=1055s status=OPTIMAL obj_int=11826633
[r8060] best=72204.2930 gains=0 vars~2471 t=1056s status=OPTIMAL obj_int=11681020
[r8070] best=72204.2930 gains=0 vars~2371 t=1058s status=OPTIMAL obj_int=11897575
[r8080] best=72204.2930 gains=0 vars~2421 t=1059s status=OPTIMAL obj_int=11948995
[r8090] best=72204.2930 gains=0 vars~2412 t=1060s status=OPTIMAL obj_int=11836667
[r8100] best=72204.2930 gains=0 vars~2432 t=1061s status=OPTIMAL obj_int=11951337
[r8110] best=72204.2930 gains=0 vars~2394 t=1062s status=OPTIMAL obj_int=11828991
[r8120] best=72204.2930 gains=0 vars~2422 t=1063s status=OPTIMAL obj_int=11913149
[r8130] best=72204.2930 gains=0 vars~2433 t=1064s status=OPTIMAL obj_int=11939551
[r8140] best=72204.2930 gains=0 vars~2445 t=1066s status=OPTIMAL obj_int=11733890
[r8150] best=72204.2930 gains=0 vars~2482 t=1067s status=OPTIMAL obj_int=12053065
[r8160] best=72204.2930 gains=0 vars~2445 t=1068s status=OPTIMAL obj_int=11835572
[r8170] best=72204.2930 gains=0 vars~2451 t=1069s status=OPTIMAL obj_int=11877851
[r8180] best=72204.2930 gains=0 vars~2456 t=1070s status=OPTIMAL obj_int=11730844
[r8190] best=72204.2930 gains=0 vars~2448 t=1072s status=OPTIMAL obj_int=11974197
[r8200] best=72204.2930 gains=0 vars~2406 t=1073s status=OPTIMAL obj_int=11919280
[r8210] best=72204.2930 gains=0 vars~2418 t=1074s status=OPTIMAL obj_int=11796022
[r8220] best=72204.2930 gains=0 vars~2402 t=1075s status=OPTIMAL obj_int=11849123
[r8230] best=72204.2930 gains=0 vars~2379 t=1076s status=OPTIMAL obj_int=11850261
[r8240] best=72204.2930 gains=0 vars~2413 t=1077s status=OPTIMAL obj_int=11921653
[r8250] best=72204.2930 gains=0 vars~2461 t=1078s status=OPTIMAL obj_int=11869409
[r8260] best=72204.2930 gains=0 vars~2465 t=1080s status=OPTIMAL obj_int=11921928
[r8270] best=72204.2930 gains=0 vars~2457 t=1081s status=OPTIMAL obj_int=12028295
[r8280] best=72204.2930 gains=0 vars~2413 t=1082s status=OPTIMAL obj_int=12094112
[r8290] best=72204.2930 gains=0 vars~2468 t=1083s status=OPTIMAL obj_int=11964432
[r8300] best=72204.2930 gains=0 vars~2441 t=1084s status=OPTIMAL obj_int=11917007
[r8310] best=72204.2930 gains=0 vars~2463 t=1085s status=OPTIMAL obj_int=11872647
[r8320] best=72204.2930 gains=0 vars~2447 t=1087s status=OPTIMAL obj_int=11844563
[r8330] best=72204.2930 gains=0 vars~2442 t=1088s status=OPTIMAL obj_int=11781452
[r8340] best=72204.2930 gains=0 vars~2487 t=1089s status=OPTIMAL obj_int=11997500
[r8350] best=72204.2930 gains=0 vars~2427 t=1090s status=OPTIMAL obj_int=11833619
[r8360] best=72204.2930 gains=0 vars~2471 t=1091s status=OPTIMAL obj_int=11957569
[r8370] best=72204.2930 gains=0 vars~2424 t=1092s status=OPTIMAL obj_int=11847708
[r8380] best=72204.2930 gains=0 vars~2418 t=1094s status=OPTIMAL obj_int=11958120
[r8390] best=72204.2930 gains=0 vars~2452 t=1095s status=OPTIMAL obj_int=11860932
[r8400] best=72204.2930 gains=0 vars~2487 t=1096s status=OPTIMAL obj_int=11904338
[r8410] best=72204.2930 gains=0 vars~2399 t=1097s status=OPTIMAL obj_int=11942800
[r8420] best=72204.2930 gains=0 vars~2448 t=1098s status=OPTIMAL obj_int=11935782
[r8430] best=72204.2930 gains=0 vars~2438 t=1099s status=OPTIMAL obj_int=11879928
[r8440] best=72204.2930 gains=0 vars~2471 t=1101s status=OPTIMAL obj_int=11903319
[r8450] best=72204.2930 gains=0 vars~2475 t=1102s status=OPTIMAL obj_int=11835050
[r8460] best=72204.2930 gains=0 vars~2458 t=1103s status=OPTIMAL obj_int=11899948
[r8470] best=72204.2930 gains=0 vars~2455 t=1104s status=OPTIMAL obj_int=11741840
[r8480] best=72204.2930 gains=0 vars~2375 t=1105s status=OPTIMAL obj_int=11946199
[r8490] best=72204.2930 gains=0 vars~2467 t=1106s status=OPTIMAL obj_int=11818813
[r8500] best=72204.2930 gains=0 vars~2424 t=1108s status=OPTIMAL obj_int=11982676
[r8510] best=72204.2930 gains=0 vars~2383 t=1109s status=OPTIMAL obj_int=11870942
[r8520] best=72204.2930 gains=0 vars~2430 t=1110s status=OPTIMAL obj_int=11759340
[r8530] best=72204.2930 gains=0 vars~2411 t=1111s status=OPTIMAL obj_int=11887850
[r8540] best=72204.2930 gains=0 vars~2434 t=1112s status=OPTIMAL obj_int=11890970
[r8550] best=72204.2930 gains=0 vars~2466 t=1113s status=OPTIMAL obj_int=11854690
[r8560] best=72204.2930 gains=0 vars~2486 t=1115s status=OPTIMAL obj_int=11834512
[r8570] best=72204.2930 gains=0 vars~2353 t=1116s status=OPTIMAL obj_int=11925562
[r8580] best=72204.2930 gains=0 vars~2422 t=1117s status=OPTIMAL obj_int=11965648
[r8590] best=72204.2930 gains=0 vars~2400 t=1118s status=OPTIMAL obj_int=11828165
[r8600] best=72204.2930 gains=0 vars~2453 t=1119s status=OPTIMAL obj_int=11857123
[r8610] best=72204.2930 gains=0 vars~2423 t=1120s status=OPTIMAL obj_int=11843055
[r8620] best=72204.2930 gains=0 vars~2417 t=1121s status=OPTIMAL obj_int=11880055
[r8630] best=72204.2930 gains=0 vars~2455 t=1123s status=OPTIMAL obj_int=11960044
[r8640] best=72204.2930 gains=0 vars~2481 t=1124s status=OPTIMAL obj_int=12014469
[r8650] best=72204.2930 gains=0 vars~2432 t=1125s status=OPTIMAL obj_int=11945142
[r8660] best=72204.2930 gains=0 vars~2461 t=1126s status=OPTIMAL obj_int=12009571
[r8670] best=72204.2930 gains=0 vars~2451 t=1127s status=OPTIMAL obj_int=11878762
[r8680] best=72204.2930 gains=0 vars~2448 t=1128s status=OPTIMAL obj_int=11886830
[r8690] best=72204.2930 gains=0 vars~2409 t=1130s status=OPTIMAL obj_int=11909735
[r8700] best=72204.2930 gains=0 vars~2398 t=1131s status=OPTIMAL obj_int=11799214
[r8710] best=72204.2930 gains=0 vars~2465 t=1132s status=OPTIMAL obj_int=11824054
[r8720] best=72204.2930 gains=0 vars~2437 t=1133s status=OPTIMAL obj_int=11896533
[r8730] best=72204.2930 gains=0 vars~2389 t=1134s status=OPTIMAL obj_int=11943928
[r8740] best=72204.2930 gains=0 vars~2486 t=1135s status=OPTIMAL obj_int=11996970
[r8750] best=72204.2930 gains=0 vars~2432 t=1137s status=OPTIMAL obj_int=11937201
[r8760] best=72204.2930 gains=0 vars~2479 t=1138s status=OPTIMAL obj_int=11874585
[r8770] best=72204.2930 gains=0 vars~2444 t=1139s status=OPTIMAL obj_int=11899617
[r8780] best=72204.2930 gains=0 vars~2419 t=1140s status=OPTIMAL obj_int=11879769
[r8790] best=72204.2930 gains=0 vars~2511 t=1141s status=OPTIMAL obj_int=11908533
[r8800] best=72204.2930 gains=0 vars~2397 t=1142s status=OPTIMAL obj_int=11839227
[r8810] best=72204.2930 gains=0 vars~2513 t=1144s status=OPTIMAL obj_int=11859460
[r8820] best=72204.2930 gains=0 vars~2462 t=1145s status=OPTIMAL obj_int=11851781
[r8830] best=72204.2930 gains=0 vars~2465 t=1146s status=OPTIMAL obj_int=11846664
[r8840] best=72204.2930 gains=0 vars~2417 t=1147s status=OPTIMAL obj_int=11924785
[r8850] best=72204.2930 gains=0 vars~2471 t=1148s status=OPTIMAL obj_int=11999402
[r8860] best=72204.2930 gains=0 vars~2496 t=1149s status=OPTIMAL obj_int=11862025
[r8870] best=72204.2930 gains=0 vars~2433 t=1151s status=OPTIMAL obj_int=11869055
[r8880] best=72204.2930 gains=0 vars~2402 t=1152s status=OPTIMAL obj_int=11883971
[r8890] best=72204.2930 gains=0 vars~2452 t=1153s status=OPTIMAL obj_int=11847227
[r8900] best=72204.2930 gains=0 vars~2453 t=1154s status=OPTIMAL obj_int=11886956
[r8910] best=72204.2930 gains=0 vars~2404 t=1155s status=OPTIMAL obj_int=11873982
[r8920] best=72204.2930 gains=0 vars~2449 t=1156s status=OPTIMAL obj_int=11693949
[r8930] best=72204.2930 gains=0 vars~2431 t=1158s status=OPTIMAL obj_int=11877314
[r8940] best=72204.2930 gains=0 vars~2469 t=1159s status=OPTIMAL obj_int=11828493
[r8950] best=72204.2930 gains=0 vars~2460 t=1160s status=OPTIMAL obj_int=11936918
[r8960] best=72204.2930 gains=0 vars~2436 t=1161s status=OPTIMAL obj_int=11898803
[r8970] best=72204.2930 gains=0 vars~2467 t=1162s status=OPTIMAL obj_int=11947243
[r8980] best=72204.2930 gains=0 vars~2457 t=1163s status=OPTIMAL obj_int=11776150
[r8990] best=72204.2930 gains=0 vars~2413 t=1165s status=OPTIMAL obj_int=11938144
[r9000] best=72204.2930 gains=0 vars~2401 t=1166s status=OPTIMAL obj_int=12009547
[r9010] best=72204.2930 gains=0 vars~2496 t=1167s status=OPTIMAL obj_int=11923524
[r9020] best=72204.2930 gains=0 vars~2427 t=1168s status=OPTIMAL obj_int=11930747
[r9030] best=72204.2930 gains=0 vars~2461 t=1169s status=OPTIMAL obj_int=11869500
