[i] n=25000 bank=33338.1840 sel=4465 k_free=400 block_time=45.0s seed=31
[r18940] best=33338.1840 gains=0 vars~515 t=495s status=OPTIMAL obj_int=2969663
[r18950] best=33338.1840 gains=0 vars~533 t=495s status=OPTIMAL obj_int=3000606
[r18960] best=33338.1840 gains=0 vars~508 t=495s status=OPTIMAL obj_int=2999623
[r18970] best=33338.1840 gains=0 vars~542 t=495s status=OPTIMAL obj_int=2946903
[r18980] best=33338.1840 gains=0 vars~528 t=496s status=OPTIMAL obj_int=2940530
[r18990] best=33338.1840 gains=0 vars~507 t=496s status=OPTIMAL obj_int=2915515
[r19000] best=33338.1840 gains=0 vars~521 t=496s status=OPTIMAL obj_int=2987376
[r19010] best=33338.1840 gains=0 vars~513 t=496s status=OPTIMAL obj_int=2949619
[r19020] best=33338.1840 gains=0 vars~545 t=497s status=OPTIMAL obj_int=2979336
[r19030] best=33338.1840 gains=0 vars~541 t=497s status=OPTIMAL obj_int=3015544
[r19040] best=33338.1840 gains=0 vars~526 t=497s status=OPTIMAL obj_int=2964761
[r19050] best=33338.1840 gains=0 vars~533 t=497s status=OPTIMAL obj_int=2998341
[r19060] best=33338.1840 gains=0 vars~526 t=498s status=OPTIMAL obj_int=2896975
[r19070] best=33338.1840 gains=0 vars~531 t=498s status=OPTIMAL obj_int=3009028
[r19080] best=33338.1840 gains=0 vars~520 t=498s status=OPTIMAL obj_int=3048302
[r19090] best=33338.1840 gains=0 vars~531 t=498s status=OPTIMAL obj_int=3027534
[r19100] best=33338.1840 gains=0 vars~535 t=499s status=OPTIMAL obj_int=2953836
[r19110] best=33338.1840 gains=0 vars~530 t=499s status=OPTIMAL obj_int=3026399
[r19120] best=33338.1840 gains=0 vars~531 t=499s status=OPTIMAL obj_int=3030599
[r19130] best=33338.1840 gains=0 vars~541 t=499s status=OPTIMAL obj_int=2961913
[r19140] best=33338.1840 gains=0 vars~524 t=500s status=OPTIMAL obj_int=3014345
[r19150] best=33338.1840 gains=0 vars~526 t=500s status=OPTIMAL obj_int=2978284
[r19160] best=33338.1840 gains=0 vars~521 t=500s status=OPTIMAL obj_int=3022138
[r19170] best=33338.1840 gains=0 vars~520 t=500s status=OPTIMAL obj_int=2988442
[r19180] best=33338.1840 gains=0 vars~548 t=501s status=OPTIMAL obj_int=3042768
[r19190] best=33338.1840 gains=0 vars~509 t=501s status=OPTIMAL obj_int=2993243
[r19200] best=33338.1840 gains=0 vars~532 t=501s status=OPTIMAL obj_int=2998561
[r19210] best=33338.1840 gains=0 vars~526 t=501s status=OPTIMAL obj_int=2996717
[r19220] best=33338.1840 gains=0 vars~532 t=502s status=OPTIMAL obj_int=3025143
[r19230] best=33338.1840 gains=0 vars~541 t=502s status=OPTIMAL obj_int=2991653
[r19240] best=33338.1840 gains=0 vars~518 t=502s status=OPTIMAL obj_int=3014108
[r19250] best=33338.1840 gains=0 vars~532 t=502s status=OPTIMAL obj_int=3102823
[r19260] best=33338.1840 gains=0 vars~527 t=502s status=OPTIMAL obj_int=2992204
[r19270] best=33338.1840 gains=0 vars~537 t=503s status=OPTIMAL obj_int=2952917
[r19280] best=33338.1840 gains=0 vars~525 t=503s status=OPTIMAL obj_int=3021842
[r19290] best=33338.1840 gains=0 vars~504 t=503s status=OPTIMAL obj_int=2961731
[r19300] best=33338.1840 gains=0 vars~522 t=503s status=OPTIMAL obj_int=2963031
[r19310] best=33338.1840 gains=0 vars~530 t=504s status=OPTIMAL obj_int=2940485
[r19320] best=33338.1840 gains=0 vars~544 t=504s status=OPTIMAL obj_int=3056109
[r19330] best=33338.1840 gains=0 vars~536 t=504s status=OPTIMAL obj_int=2944505
[r19340] best=33338.1840 gains=0 vars~522 t=504s status=OPTIMAL obj_int=2968554
[r19350] best=33338.1840 gains=0 vars~524 t=505s status=OPTIMAL obj_int=3038507
[r19360] best=33338.1840 gains=0 vars~534 t=505s status=OPTIMAL obj_int=2999073
[r19370] best=33338.1840 gains=0 vars~515 t=505s status=OPTIMAL obj_int=2986250
[r19380] best=33338.1840 gains=0 vars~537 t=505s status=OPTIMAL obj_int=3068946
[r19390] best=33338.1840 gains=0 vars~525 t=506s status=OPTIMAL obj_int=2946746
[r19400] best=33338.1840 gains=0 vars~533 t=506s status=OPTIMAL obj_int=2918179
[r19410] best=33338.1840 gains=0 vars~526 t=506s status=OPTIMAL obj_int=2948534
[r19420] best=33338.1840 gains=0 vars~530 t=506s status=OPTIMAL obj_int=2956523
[r19430] best=33338.1840 gains=0 vars~524 t=507s status=OPTIMAL obj_int=2935928
[r19440] best=33338.1840 gains=0 vars~529 t=507s status=OPTIMAL obj_int=2937501
[r19450] best=33338.1840 gains=0 vars~511 t=507s status=OPTIMAL obj_int=2920092
[r19460] best=33338.1840 gains=0 vars~515 t=507s status=OPTIMAL obj_int=3006318
[r19470] best=33338.1840 gains=0 vars~532 t=507s status=OPTIMAL obj_int=2947688
[r19480] best=33338.1840 gains=0 vars~542 t=508s status=OPTIMAL obj_int=3019907
[r19490] best=33338.1840 gains=0 vars~526 t=508s status=OPTIMAL obj_int=2973182
[r19500] best=33338.1840 gains=0 vars~543 t=508s status=OPTIMAL obj_int=2937169
[r19510] best=33338.1840 gains=0 vars~529 t=508s status=OPTIMAL obj_int=2933895
[r19520] best=33338.1840 gains=0 vars~537 t=509s status=OPTIMAL obj_int=3024961
[r19530] best=33338.1840 gains=0 vars~538 t=509s status=OPTIMAL obj_int=2999958
[r19540] best=33338.1840 gains=0 vars~518 t=509s status=OPTIMAL obj_int=2947901
[r19550] best=33338.1840 gains=0 vars~523 t=509s status=OPTIMAL obj_int=3078294
[r19560] best=33338.1840 gains=0 vars~522 t=510s status=OPTIMAL obj_int=2995350
[r19570] best=33338.1840 gains=0 vars~524 t=510s status=OPTIMAL obj_int=3011159
[r19580] best=33338.1840 gains=0 vars~526 t=510s status=OPTIMAL obj_int=2922852
[r19590] best=33338.1840 gains=0 vars~532 t=510s status=OPTIMAL obj_int=2934862
[r19600] best=33338.1840 gains=0 vars~536 t=511s status=OPTIMAL obj_int=2987247
[r19610] best=33338.1840 gains=0 vars~535 t=511s status=OPTIMAL obj_int=3048542
[r19620] best=33338.1840 gains=0 vars~550 t=511s status=OPTIMAL obj_int=2973324
[r19630] best=33338.1840 gains=0 vars~526 t=511s status=OPTIMAL obj_int=2983575
[r19640] best=33338.1840 gains=0 vars~530 t=512s status=OPTIMAL obj_int=2986453
[r19650] best=33338.1840 gains=0 vars~519 t=512s status=OPTIMAL obj_int=3014095
[r19660] best=33338.1840 gains=0 vars~532 t=512s status=OPTIMAL obj_int=3025186
[r19670] best=33338.1840 gains=0 vars~542 t=512s status=OPTIMAL obj_int=2964142
[r19680] best=33338.1840 gains=0 vars~523 t=512s status=OPTIMAL obj_int=3021413
[r19690] best=33338.1840 gains=0 vars~528 t=513s status=OPTIMAL obj_int=2978455
[r19700] best=33338.1840 gains=0 vars~518 t=513s status=OPTIMAL obj_int=2953179
[r19710] best=33338.1840 gains=0 vars~507 t=513s status=OPTIMAL obj_int=3051114
[r19720] best=33338.1840 gains=0 vars~537 t=513s status=OPTIMAL obj_int=2965330
[r19730] best=33338.1840 gains=0 vars~521 t=514s status=OPTIMAL obj_int=2943818
[r19740] best=33338.1840 gains=0 vars~548 t=514s status=OPTIMAL obj_int=2959162
[r19750] best=33338.1840 gains=0 vars~533 t=514s status=OPTIMAL obj_int=2978547
[r19760] best=33338.1840 gains=0 vars~512 t=514s status=OPTIMAL obj_int=2971943
[r19770] best=33338.1840 gains=0 vars~533 t=515s status=OPTIMAL obj_int=2964969
[r19780] best=33338.1840 gains=0 vars~531 t=515s status=OPTIMAL obj_int=3003351
[r19790] best=33338.1840 gains=0 vars~547 t=515s status=OPTIMAL obj_int=2983383
[r19800] best=33338.1840 gains=0 vars~516 t=515s status=OPTIMAL obj_int=2941503
[r19810] best=33338.1840 gains=0 vars~506 t=516s status=OPTIMAL obj_int=2982037
[r19820] best=33338.1840 gains=0 vars~527 t=516s status=OPTIMAL obj_int=3020000
[r19830] best=33338.1840 gains=0 vars~519 t=516s status=OPTIMAL obj_int=2985975
[r19840] best=33338.1840 gains=0 vars~537 t=517s status=OPTIMAL obj_int=3034779
[r19850] best=33338.1840 gains=0 vars~528 t=517s status=OPTIMAL obj_int=2984361
[r19860] best=33338.1840 gains=0 vars~522 t=517s status=OPTIMAL obj_int=2986081
[r19870] best=33338.1840 gains=0 vars~505 t=517s status=OPTIMAL obj_int=3004799
[r19880] best=33338.1840 gains=0 vars~505 t=517s status=OPTIMAL obj_int=3025352
[r19890] best=33338.1840 gains=0 vars~529 t=518s status=OPTIMAL obj_int=2960880
[r19900] best=33338.1840 gains=0 vars~533 t=518s status=OPTIMAL obj_int=2958971
[r19910] best=33338.1840 gains=0 vars~510 t=518s status=OPTIMAL obj_int=2909498
[r19920] best=33338.1840 gains=0 vars~494 t=519s status=OPTIMAL obj_int=2982941
[r19930] best=33338.1840 gains=0 vars~515 t=519s status=OPTIMAL obj_int=2991310
[r19940] best=33338.1840 gains=0 vars~514 t=519s status=OPTIMAL obj_int=2891263
[r19950] best=33338.1840 gains=0 vars~517 t=519s status=OPTIMAL obj_int=2994930
[r19960] best=33338.1840 gains=0 vars~515 t=520s status=OPTIMAL obj_int=3048814
[r19970] best=33338.1840 gains=0 vars~519 t=520s status=OPTIMAL obj_int=3000736
[r19980] best=33338.1840 gains=0 vars~522 t=520s status=OPTIMAL obj_int=3026162
[r19990] best=33338.1840 gains=0 vars~546 t=520s status=OPTIMAL obj_int=3005570
[r20000] best=33338.1840 gains=0 vars~531 t=521s status=OPTIMAL obj_int=2974169
[r20010] best=33338.1840 gains=0 vars~520 t=521s status=OPTIMAL obj_int=2981158
[r20020] best=33338.1840 gains=0 vars~527 t=521s status=OPTIMAL obj_int=2955273
[r20030] best=33338.1840 gains=0 vars~546 t=521s status=OPTIMAL obj_int=3028524
[r20040] best=33338.1840 gains=0 vars~539 t=522s status=OPTIMAL obj_int=3012157
[r20050] best=33338.1840 gains=0 vars~509 t=522s status=OPTIMAL obj_int=2949497
[r20060] best=33338.1840 gains=0 vars~504 t=522s status=OPTIMAL obj_int=3014110
[r20070] best=33338.1840 gains=0 vars~542 t=522s status=OPTIMAL obj_int=2973551
[r20080] best=33338.1840 gains=0 vars~529 t=523s status=OPTIMAL obj_int=2995346
[r20090] best=33338.1840 gains=0 vars~529 t=523s status=OPTIMAL obj_int=2983249
[r20100] best=33338.1840 gains=0 vars~510 t=523s status=OPTIMAL obj_int=2969988
[r20110] best=33338.1840 gains=0 vars~524 t=523s status=OPTIMAL obj_int=3030428
[r20120] best=33338.1840 gains=0 vars~533 t=524s status=OPTIMAL obj_int=2998083
[r20130] best=33338.1840 gains=0 vars~526 t=524s status=OPTIMAL obj_int=2957701
[r20140] best=33338.1840 gains=0 vars~521 t=524s status=OPTIMAL obj_int=2987124
[r20150] best=33338.1840 gains=0 vars~514 t=524s status=OPTIMAL obj_int=3023437
[r20160] best=33338.1840 gains=0 vars~513 t=525s status=OPTIMAL obj_int=2994382
[r20170] best=33338.1840 gains=0 vars~542 t=525s status=OPTIMAL obj_int=2989136
[r20180] best=33338.1840 gains=0 vars~524 t=525s status=OPTIMAL obj_int=3024347
[r20190] best=33338.1840 gains=0 vars~533 t=525s status=OPTIMAL obj_int=3035381
[r20200] best=33338.1840 gains=0 vars~527 t=526s status=OPTIMAL obj_int=2992352
[r20210] best=33338.1840 gains=0 vars~528 t=526s status=OPTIMAL obj_int=3016507
[r20220] best=33338.1840 gains=0 vars~530 t=526s status=OPTIMAL obj_int=3046900
[r20230] best=33338.1840 gains=0 vars~543 t=526s status=OPTIMAL obj_int=2990098
[r20240] best=33338.1840 gains=0 vars~516 t=527s status=OPTIMAL obj_int=2989847
[r20250] best=33338.1840 gains=0 vars~521 t=527s status=OPTIMAL obj_int=3005584
[r20260] best=33338.1840 gains=0 vars~532 t=527s status=OPTIMAL obj_int=2980330
[r20270] best=33338.1840 gains=0 vars~527 t=527s status=OPTIMAL obj_int=3018786
[r20280] best=33338.1840 gains=0 vars~531 t=528s status=OPTIMAL obj_int=3016258
[r20290] best=33338.1840 gains=0 vars~521 t=528s status=OPTIMAL obj_int=2993549
[r20300] best=33338.1840 gains=0 vars~531 t=528s status=OPTIMAL obj_int=2944666
[r20310] best=33338.1840 gains=0 vars~548 t=528s status=OPTIMAL obj_int=2955172
[r20320] best=33338.1840 gains=0 vars~532 t=529s status=OPTIMAL obj_int=3086568
[r20330] best=33338.1840 gains=0 vars~512 t=529s status=OPTIMAL obj_int=2994932
[r20340] best=33338.1840 gains=0 vars~524 t=529s status=OPTIMAL obj_int=2994981
[r20350] best=33338.1840 gains=0 vars~530 t=529s status=OPTIMAL obj_int=2949013
[r20360] best=33338.1840 gains=0 vars~524 t=530s status=OPTIMAL obj_int=3066015
[r20370] best=33338.1840 gains=0 vars~525 t=530s status=OPTIMAL obj_int=2898668
[r20380] best=33338.1840 gains=0 vars~530 t=530s status=OPTIMAL obj_int=3032630
[r20390] best=33338.1840 gains=0 vars~530 t=530s status=OPTIMAL obj_int=2989003
[r20400] best=33338.1840 gains=0 vars~526 t=531s status=OPTIMAL obj_int=3004856
[r20410] best=33338.1840 gains=0 vars~540 t=531s status=OPTIMAL obj_int=3015486
[r20420] best=33338.1840 gains=0 vars~527 t=531s status=OPTIMAL obj_int=2992964
[r20430] best=33338.1840 gains=0 vars~536 t=531s status=OPTIMAL obj_int=3010659
[r20440] best=33338.1840 gains=0 vars~543 t=532s status=OPTIMAL obj_int=2974893
[r20450] best=33338.1840 gains=0 vars~537 t=532s status=OPTIMAL obj_int=2941604
[r20460] best=33338.1840 gains=0 vars~535 t=532s status=OPTIMAL obj_int=2979992
[r20470] best=33338.1840 gains=0 vars~537 t=532s status=OPTIMAL obj_int=3038694
[r20480] best=33338.1840 gains=0 vars~526 t=533s status=OPTIMAL obj_int=2986329
[r20490] best=33338.1840 gains=0 vars~532 t=533s status=OPTIMAL obj_int=3026255
[r20500] best=33338.1840 gains=0 vars~540 t=533s status=OPTIMAL obj_int=2971147
[r20510] best=33338.1840 gains=0 vars~512 t=533s status=OPTIMAL obj_int=3013370
[r20520] best=33338.1840 gains=0 vars~522 t=534s status=OPTIMAL obj_int=3021965
[r20530] best=33338.1840 gains=0 vars~510 t=534s status=OPTIMAL obj_int=2993221
[r20540] best=33338.1840 gains=0 vars~537 t=534s status=OPTIMAL obj_int=2938118
[r20550] best=33338.1840 gains=0 vars~537 t=534s status=OPTIMAL obj_int=3021953
[r20560] best=33338.1840 gains=0 vars~520 t=535s status=OPTIMAL obj_int=2924545
[r20570] best=33338.1840 gains=0 vars~515 t=535s status=OPTIMAL obj_int=2965996
[r20580] best=33338.1840 gains=0 vars~522 t=535s status=OPTIMAL obj_int=3003473
[r20590] best=33338.1840 gains=0 vars~518 t=535s status=OPTIMAL obj_int=3020107
[r20600] best=33338.1840 gains=0 vars~536 t=536s status=OPTIMAL obj_int=2984287
[r20610] best=33338.1840 gains=0 vars~530 t=536s status=OPTIMAL obj_int=2995240
[r20620] best=33338.1840 gains=0 vars~524 t=536s status=OPTIMAL obj_int=2983507
[r20630] best=33338.1840 gains=0 vars~547 t=536s status=OPTIMAL obj_int=2941061
[r20640] best=33338.1840 gains=0 vars~525 t=537s status=OPTIMAL obj_int=2941538
[r20650] best=33338.1840 gains=0 vars~533 t=537s status=OPTIMAL obj_int=3035609
[r20660] best=33338.1840 gains=0 vars~529 t=537s status=OPTIMAL obj_int=2917186
[r20670] best=33338.1840 gains=0 vars~528 t=537s status=OPTIMAL obj_int=3082046
[r20680] best=33338.1840 gains=0 vars~552 t=538s status=OPTIMAL obj_int=2992193
[r20690] best=33338.1840 gains=0 vars~542 t=538s status=OPTIMAL obj_int=2939184
[r20700] best=33338.1840 gains=0 vars~523 t=538s status=OPTIMAL obj_int=3036501
[r20710] best=33338.1840 gains=0 vars~530 t=538s status=OPTIMAL obj_int=3030913
[r20720] best=33338.1840 gains=0 vars~522 t=538s status=OPTIMAL obj_int=3013393
[r20730] best=33338.1840 gains=0 vars~522 t=539s status=OPTIMAL obj_int=2982766
[r20740] best=33338.1840 gains=0 vars~522 t=539s status=OPTIMAL obj_int=2975026
[r20750] best=33338.1840 gains=0 vars~514 t=539s status=OPTIMAL obj_int=2975261
[r20760] best=33338.1840 gains=0 vars~536 t=539s status=OPTIMAL obj_int=3026947
[r20770] best=33338.1840 gains=0 vars~519 t=540s status=OPTIMAL obj_int=3005283
[r20780] best=33338.1840 gains=0 vars~530 t=540s status=OPTIMAL obj_int=3010865
[r20790] best=33338.1840 gains=0 vars~520 t=540s status=OPTIMAL obj_int=2934995
[r20800] best=33338.1840 gains=0 vars~535 t=540s status=OPTIMAL obj_int=2952942
[r20810] best=33338.1840 gains=0 vars~531 t=541s status=OPTIMAL obj_int=3007690
[r20820] best=33338.1840 gains=0 vars~525 t=541s status=OPTIMAL obj_int=3008645
[r20830] best=33338.1840 gains=0 vars~512 t=541s status=OPTIMAL obj_int=3062008
[r20840] best=33338.1840 gains=0 vars~541 t=541s status=OPTIMAL obj_int=2994996
[r20850] best=33338.1840 gains=0 vars~528 t=542s status=OPTIMAL obj_int=2990515
[r20860] best=33338.1840 gains=0 vars~520 t=542s status=OPTIMAL obj_int=2982063
[r20870] best=33338.1840 gains=0 vars~523 t=542s status=OPTIMAL obj_int=3003548
[r20880] best=33338.1840 gains=0 vars~528 t=542s status=OPTIMAL obj_int=2971452
[r20890] best=33338.1840 gains=0 vars~522 t=543s status=OPTIMAL obj_int=3046062
[r20900] best=33338.1840 gains=0 vars~537 t=543s status=OPTIMAL obj_int=2996106
[r20910] best=33338.1840 gains=0 vars~535 t=543s status=OPTIMAL obj_int=3015286
[r20920] best=33338.1840 gains=0 vars~515 t=543s status=OPTIMAL obj_int=2958226
[r20930] best=33338.1840 gains=0 vars~518 t=543s status=OPTIMAL obj_int=3048382
[r20940] best=33338.1840 gains=0 vars~535 t=544s status=OPTIMAL obj_int=2991427
[r20950] best=33338.1840 gains=0 vars~524 t=544s status=OPTIMAL obj_int=2941515
[r20960] best=33338.1840 gains=0 vars~527 t=544s status=OPTIMAL obj_int=2985896
[r20970] best=33338.1840 gains=0 vars~528 t=544s status=OPTIMAL obj_int=2982169
[r20980] best=33338.1840 gains=0 vars~522 t=545s status=OPTIMAL obj_int=2972233
[r20990] best=33338.1840 gains=0 vars~552 t=545s status=OPTIMAL obj_int=3028899
[r21000] best=33338.1840 gains=0 vars~527 t=545s status=OPTIMAL obj_int=2981871
[r21010] best=33338.1840 gains=0 vars~540 t=545s status=OPTIMAL obj_int=3051148
[r21020] best=33338.1840 gains=0 vars~535 t=546s status=OPTIMAL obj_int=3007428
[r21030] best=33338.1840 gains=0 vars~520 t=546s status=OPTIMAL obj_int=2971894
[r21040] best=33338.1840 gains=0 vars~525 t=546s status=OPTIMAL obj_int=2968475
[r21050] best=33338.1840 gains=0 vars~550 t=547s status=OPTIMAL obj_int=2993906
[r21060] best=33338.1840 gains=0 vars~517 t=547s status=OPTIMAL obj_int=2946084
[r21070] best=33338.1840 gains=0 vars~518 t=547s status=OPTIMAL obj_int=2940614
[r21080] best=33338.1840 gains=0 vars~530 t=547s status=OPTIMAL obj_int=3066297
[r21090] best=33338.1840 gains=0 vars~545 t=547s status=OPTIMAL obj_int=3047215
[r21100] best=33338.1840 gains=0 vars~506 t=548s status=OPTIMAL obj_int=2959803
[r21110] best=33338.1840 gains=0 vars~540 t=548s status=OPTIMAL obj_int=2998452
[r21120] best=33338.1840 gains=0 vars~523 t=548s status=OPTIMAL obj_int=2967000
[r21130] best=33338.1840 gains=0 vars~528 t=548s status=OPTIMAL obj_int=2955717
[r21140] best=33338.1840 gains=0 vars~511 t=549s status=OPTIMAL obj_int=2970983
[r21150] best=33338.1840 gains=0 vars~526 t=549s status=OPTIMAL obj_int=3030179
[r21160] best=33338.1840 gains=0 vars~550 t=549s status=OPTIMAL obj_int=2990143
[r21170] best=33338.1840 gains=0 vars~522 t=549s status=OPTIMAL obj_int=2946737
[r21180] best=33338.1840 gains=0 vars~535 t=550s status=OPTIMAL obj_int=2966153
[r21190] best=33338.1840 gains=0 vars~520 t=550s status=OPTIMAL obj_int=2947695
[r21200] best=33338.1840 gains=0 vars~520 t=550s status=OPTIMAL obj_int=2949721
[r21210] best=33338.1840 gains=0 vars~511 t=550s status=OPTIMAL obj_int=3003741
[r21220] best=33338.1840 gains=0 vars~531 t=551s status=OPTIMAL obj_int=2960206
[r21230] best=33338.1840 gains=0 vars~524 t=551s status=OPTIMAL obj_int=2927263
[r21240] best=33338.1840 gains=0 vars~533 t=551s status=OPTIMAL obj_int=3027212
[r21250] best=33338.1840 gains=0 vars~506 t=551s status=OPTIMAL obj_int=2942922
[r21260] best=33338.1840 gains=0 vars~541 t=552s status=OPTIMAL obj_int=3001850
[r21270] best=33338.1840 gains=0 vars~535 t=552s status=OPTIMAL obj_int=3060735
[r21280] best=33338.1840 gains=0 vars~532 t=552s status=OPTIMAL obj_int=3013912
[r21290] best=33338.1840 gains=0 vars~535 t=552s status=OPTIMAL obj_int=2987201
[r21300] best=33338.1840 gains=0 vars~538 t=553s status=OPTIMAL obj_int=2980436
[r21310] best=33338.1840 gains=0 vars~527 t=553s status=OPTIMAL obj_int=2999997
[r21320] best=33338.1840 gains=0 vars~518 t=553s status=OPTIMAL obj_int=2998041
[r21330] best=33338.1840 gains=0 vars~515 t=553s status=OPTIMAL obj_int=2937889
[r21340] best=33338.1840 gains=0 vars~519 t=554s status=OPTIMAL obj_int=2972263
[r21350] best=33338.1840 gains=0 vars~513 t=554s status=OPTIMAL obj_int=3015578
[r21360] best=33338.1840 gains=0 vars~518 t=554s status=OPTIMAL obj_int=3018758
[r21370] best=33338.1840 gains=0 vars~510 t=554s status=OPTIMAL obj_int=2984366
[r21380] best=33338.1840 gains=0 vars~538 t=555s status=OPTIMAL obj_int=2942088
[r21390] best=33338.1840 gains=0 vars~531 t=555s status=OPTIMAL obj_int=3079350
[r21400] best=33338.1840 gains=0 vars~534 t=555s status=OPTIMAL obj_int=3008387
[r21410] best=33338.1840 gains=0 vars~521 t=555s status=OPTIMAL obj_int=3023143
[r21420] best=33338.1840 gains=0 vars~530 t=556s status=OPTIMAL obj_int=2962057
[r21430] best=33338.1840 gains=0 vars~523 t=556s status=OPTIMAL obj_int=2981828
[r21440] best=33338.1840 gains=0 vars~557 t=556s status=OPTIMAL obj_int=3031204
[r21450] best=33338.1840 gains=0 vars~519 t=556s status=OPTIMAL obj_int=2977141
[r21460] best=33338.1840 gains=0 vars~521 t=557s status=OPTIMAL obj_int=3015300
[r21470] best=33338.1840 gains=0 vars~529 t=557s status=OPTIMAL obj_int=3037476
[r21480] best=33338.1840 gains=0 vars~530 t=557s status=OPTIMAL obj_int=3036685
[r21490] best=33338.1840 gains=0 vars~529 t=557s status=OPTIMAL obj_int=2996034
[r21500] best=33338.1840 gains=0 vars~534 t=558s status=OPTIMAL obj_int=3016222
[r21510] best=33338.1840 gains=0 vars~530 t=558s status=OPTIMAL obj_int=2993063
[r21520] best=33338.1840 gains=0 vars~538 t=558s status=OPTIMAL obj_int=3051588
[r21530] best=33338.1840 gains=0 vars~515 t=558s status=OPTIMAL obj_int=3015429
[r21540] best=33338.1840 gains=0 vars~530 t=559s status=OPTIMAL obj_int=2953841
[r21550] best=33338.1840 gains=0 vars~517 t=559s status=OPTIMAL obj_int=2992510
[r21560] best=33338.1840 gains=0 vars~518 t=559s status=OPTIMAL obj_int=2977545
[r21570] best=33338.1840 gains=0 vars~526 t=559s status=OPTIMAL obj_int=2939221
[r21580] best=33338.1840 gains=0 vars~548 t=559s status=OPTIMAL obj_int=3012362
[r21590] best=33338.1840 gains=0 vars~549 t=560s status=OPTIMAL obj_int=3016961
[r21600] best=33338.1840 gains=0 vars~522 t=560s status=OPTIMAL obj_int=3001881
[r21610] best=33338.1840 gains=0 vars~522 t=560s status=OPTIMAL obj_int=2943331
[r21620] best=33338.1840 gains=0 vars~538 t=561s status=OPTIMAL obj_int=2945321
[r21630] best=33338.1840 gains=0 vars~540 t=561s status=OPTIMAL obj_int=3006384
[r21640] best=33338.1840 gains=0 vars~517 t=561s status=OPTIMAL obj_int=2982307
[r21650] best=33338.1840 gains=0 vars~519 t=561s status=OPTIMAL obj_int=3033132
[r21660] best=33338.1840 gains=0 vars~536 t=562s status=OPTIMAL obj_int=2985164
[r21670] best=33338.1840 gains=0 vars~542 t=562s status=OPTIMAL obj_int=2990492
[r21680] best=33338.1840 gains=0 vars~549 t=562s status=OPTIMAL obj_int=3015264
[r21690] best=33338.1840 gains=0 vars~526 t=562s status=OPTIMAL obj_int=3019496
[r21700] best=33338.1840 gains=0 vars~535 t=562s status=OPTIMAL obj_int=2993165
[r21710] best=33338.1840 gains=0 vars~519 t=563s status=OPTIMAL obj_int=2966362
[r21720] best=33338.1840 gains=0 vars~531 t=563s status=OPTIMAL obj_int=3016725
[r21730] best=33338.1840 gains=0 vars~531 t=563s status=OPTIMAL obj_int=3039927
[r21740] best=33338.1840 gains=0 vars~531 t=563s status=OPTIMAL obj_int=2924781
[r21750] best=33338.1840 gains=0 vars~507 t=564s status=OPTIMAL obj_int=2977528
[r21760] best=33338.1840 gains=0 vars~529 t=564s status=OPTIMAL obj_int=3027973
[r21770] best=33338.1840 gains=0 vars~535 t=564s status=OPTIMAL obj_int=3004600
[r21780] best=33338.1840 gains=0 vars~537 t=564s status=OPTIMAL obj_int=2977973
[r21790] best=33338.1840 gains=0 vars~513 t=565s status=OPTIMAL obj_int=3005671
[r21800] best=33338.1840 gains=0 vars~504 t=565s status=OPTIMAL obj_int=2987244
[r21810] best=33338.1840 gains=0 vars~522 t=565s status=OPTIMAL obj_int=3022595
[r21820] best=33338.1840 gains=0 vars~537 t=565s status=OPTIMAL obj_int=2979897
[r21830] best=33338.1840 gains=0 vars~535 t=566s status=OPTIMAL obj_int=2967488
[r21840] best=33338.1840 gains=0 vars~528 t=566s status=OPTIMAL obj_int=3013009
[r21850] best=33338.1840 gains=0 vars~520 t=566s status=OPTIMAL obj_int=3007081
[r21860] best=33338.1840 gains=0 vars~531 t=566s status=OPTIMAL obj_int=3045266
[r21870] best=33338.1840 gains=0 vars~534 t=567s status=OPTIMAL obj_int=2970773
[r21880] best=33338.1840 gains=0 vars~543 t=567s status=OPTIMAL obj_int=3002208
[r21890] best=33338.1840 gains=0 vars~530 t=567s status=OPTIMAL obj_int=3003604
[r21900] best=33338.1840 gains=0 vars~508 t=567s status=OPTIMAL obj_int=2941820
[r21910] best=33338.1840 gains=0 vars~522 t=568s status=OPTIMAL obj_int=3058130
[r21920] best=33338.1840 gains=0 vars~537 t=568s status=OPTIMAL obj_int=3005830
[r21930] best=33338.1840 gains=0 vars~523 t=568s status=OPTIMAL obj_int=3025593
[r21940] best=33338.1840 gains=0 vars~522 t=568s status=OPTIMAL obj_int=2980102
[r21950] best=33338.1840 gains=0 vars~527 t=568s status=OPTIMAL obj_int=2948632
[r21960] best=33338.1840 gains=0 vars~520 t=569s status=OPTIMAL obj_int=2953253
[r21970] best=33338.1840 gains=0 vars~533 t=569s status=OPTIMAL obj_int=3025780
[r21980] best=33338.1840 gains=0 vars~533 t=569s status=OPTIMAL obj_int=3044364
[r21990] best=33338.1840 gains=0 vars~529 t=569s status=OPTIMAL obj_int=2952460
[r22000] best=33338.1840 gains=0 vars~524 t=570s status=OPTIMAL obj_int=2937878
[r22010] best=33338.1840 gains=0 vars~508 t=570s status=OPTIMAL obj_int=2975207
[r22020] best=33338.1840 gains=0 vars~521 t=570s status=OPTIMAL obj_int=2960217
[r22030] best=33338.1840 gains=0 vars~529 t=570s status=OPTIMAL obj_int=2923438
